Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,3,3539.0,2517,1463,31
Existing Customer,43,F,3,College,Married,Unknown,Blue,3,27175.0,775,3814,72
Existing Customer,51,M,1,Graduate,Married,$40K - $60K,Silver,6,17905.0,980,4399,64
Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,3,4940.0,1199,3246,57
Existing Customer,55,F,1,Graduate,Married,Unknown,Blue,5,3161.0,1389,1547,30
Existing Customer,27,M,0,Uneducated,Single,$60K - $80K,Blue,4,2464.0,0,2636,50
Existing Customer,34,F,0,High School,Married,$40K - $60K,Blue,5,3203.0,2229,2625,52
Existing Customer,32,F,1,College,Divorced,Less than $40K,Blue,3,1835.0,1017,2801,79
Existing Customer,49,F,5,Uneducated,Single,Less than $40K,Blue,3,1993.0,0,4075,76
Existing Customer,39,M,2,Unknown,Married,$80K - $120K,Blue,3,34516.0,1629,3448,53
Existing Customer,27,M,0,Post-Graduate,Single,Unknown,Blue,5,7130.0,873,2498,37
Existing Customer,30,M,1,Uneducated,Divorced,Unknown,Blue,5,12539.0,910,2643,72
Existing Customer,39,M,4,High School,Married,$80K - $120K,Blue,6,8208.0,0,3135,39
Existing Customer,42,M,2,Doctorate,Married,$80K - $120K,Blue,4,26222.0,1073,1988,30
Existing Customer,55,M,4,College,Divorced,$80K - $120K,Blue,4,34173.0,1194,3731,69
Existing Customer,57,F,2,Graduate,Married,$40K - $60K,Blue,5,3377.0,1720,1621,32
Existing Customer,53,M,2,Graduate,Married,$120K +,Blue,6,5882.0,2335,1380,30
Existing Customer,51,M,0,Graduate,Married,$80K - $120K,Blue,4,7158.0,0,2113,60
Existing Customer,47,M,3,Graduate,Married,Less than $40K,Blue,6,5833.0,1747,3732,75
Existing Customer,26,F,0,High School,Single,$40K - $60K,Blue,6,4152.0,0,2351,42
Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,6,11699.0,1758,2007,46
Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,6,4505.0,1562,3968,68
Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,6,7667.0,1193,3915,76
Existing Customer,37,M,4,Graduate,Single,$120K +,Blue,3,34516.0,0,2574,62
Existing Customer,36,F,3,Graduate,Single,Less than $40K,Blue,3,2937.0,2159,2511,51
Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,5,5257.0,1572,2822,73
Existing Customer,39,M,2,High School,Single,$60K - $80K,Blue,6,10331.0,957,3695,81
Existing Customer,47,M,4,Uneducated,Married,$60K - $80K,Blue,3,17557.0,0,2142,62
Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,6,4366.0,1590,1596,37
Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue,6,8037.0,2276,3271,71
Existing Customer,38,M,2,Unknown,Married,Less than $40K,Blue,4,8740.0,734,2169,38
Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,6,8514.0,2013,4098,74
Existing Customer,36,F,4,Uneducated,Single,Less than $40K,Blue,4,2002.0,1377,2411,60
Existing Customer,51,F,0,High School,Married,Less than $40K,Blue,5,3132.0,1815,3607,60
Existing Customer,26,F,0,College,Married,$40K - $60K,Blue,2,2010.0,1070,3625,85
Existing Customer,34,M,2,Graduate,Married,$80K - $120K,Blue,6,7567.0,1776,2361,45
Attrited Customer,56,M,2,High School,Single,$40K - $60K,Blue,2,2381.0,651,1920,46
Existing Customer,43,M,2,Graduate,Married,$120K +,Silver,6,34516.0,2398,4976,88
Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,6,16411.0,1179,3929,71
Existing Customer,42,F,4,High School,Single,Less than $40K,Blue,3,1438.3,0,3786,67
Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,2,3735.0,1421,1837,47
Existing Customer,55,M,2,Post-Graduate,Single,$60K - $80K,Blue,3,22127.0,1799,3591,63
Existing Customer,28,F,0,College,Married,Unknown,Blue,3,5685.0,0,2395,62
Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,Blue,3,7348.0,1466,3066,61
Attrited Customer,52,M,2,Doctorate,Married,$120K +,Blue,3,11188.0,0,2109,47
Existing Customer,44,M,3,Unknown,Single,$120K +,Blue,3,3650.0,2512,4599,75
Existing Customer,29,F,0,Post-Graduate,Single,Less than $40K,Blue,5,5076.0,1223,2675,57
Existing Customer,48,M,4,Doctorate,Unknown,$60K - $80K,Silver,3,32658.0,1482,2023,37
Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,6,28634.0,926,4549,68
Existing Customer,49,F,2,Post-Graduate,Single,Less than $40K,Blue,3,3414.0,1473,1803,49
Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,5,12315.0,0,2028,51
Existing Customer,41,F,2,Uneducated,Married,$40K - $60K,Blue,5,2690.0,1912,3636,68
Existing Customer,43,M,3,Graduate,Single,$80K - $120K,Blue,6,12165.0,0,4066,74
Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,4,1792.0,989,3102,63
Existing Customer,37,M,1,Doctorate,Single,$80K - $120K,Blue,6,19300.0,1181,2660,70
Existing Customer,37,M,2,College,Divorced,$40K - $60K,Blue,3,8120.0,2098,3161,54
Existing Customer,49,M,5,High School,Married,$80K - $120K,Blue,6,2292.0,0,2584,60
Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,6,21434.0,1345,2143,46
Existing Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,5,3424.0,0,4929,74
Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,3,2787.0,1201,1662,39
Existing Customer,36,F,3,College,Single,Unknown,Blue,3,8696.0,1482,2847,67
Existing Customer,45,M,3,High School,Married,$120K +,Blue,6,32446.0,1974,1717,39
Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,6,9133.0,2140,4101,88
Existing Customer,47,M,3,Graduate,Single,$80K - $120K,Blue,3,5116.0,1468,2361,49
Existing Customer,39,M,2,Post-Graduate,Married,$80K - $120K,Blue,5,18974.0,2517,2783,56
Existing Customer,51,M,4,Uneducated,Single,$120K +,Blue,6,12101.0,2517,2086,44
Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,5,5379.0,962,1778,40
Existing Customer,57,M,3,Graduate,Single,$120K +,Blue,5,32676.0,2134,3990,88
Existing Customer,36,M,4,Doctorate,Divorced,$120K +,Blue,4,34516.0,1491,2243,60
Existing Customer,35,M,2,Unknown,Married,$120K +,Blue,4,15202.0,1779,3143,60
Existing Customer,38,F,2,Unknown,Single,Less than $40K,Blue,5,2222.0,1205,1823,49
Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,5,5858.0,0,3355,77
Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,4,2692.0,1869,1594,36
Existing Customer,51,F,2,Uneducated,Married,Less than $40K,Blue,6,7165.0,2037,3553,78
Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,4,1438.3,0,4740,81
Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Silver,5,26988.0,1587,3732,70
Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,3,2517.0,0,3569,62
Attrited Customer,41,M,3,Uneducated,Married,$40K - $60K,Blue,3,11091.0,0,1234,34
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Silver,3,10745.0,2084,3502,87
Existing Customer,40,F,2,Doctorate,Married,Unknown,Silver,3,34516.0,1686,3146,66
Existing Customer,26,M,1,Unknown,Single,Less than $40K,Blue,6,2590.0,1748,2804,52
Existing Customer,46,F,4,Uneducated,Single,Less than $40K,Blue,5,2722.0,1473,3129,69
Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,3,8228.0,0,4277,80
Existing Customer,38,M,2,Unknown,Divorced,$80K - $120K,Blue,6,11777.0,1781,2763,62
Existing Customer,49,M,4,Graduate,Married,$80K - $120K,Blue,5,34516.0,543,3951,76
Existing Customer,38,M,3,Graduate,Divorced,$80K - $120K,Blue,5,14821.0,0,2876,60
Existing Customer,36,M,1,Unknown,Single,Less than $40K,Blue,4,1438.3,928,2186,59
Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,6,6131.0,1270,2825,93
Existing Customer,52,M,5,Graduate,Single,$80K - $120K,Blue,3,2047.0,665,3452,66
Existing Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,3,22380.0,1220,3756,73
Existing Customer,36,M,3,Uneducated,Married,$80K - $120K,Blue,3,12893.0,1620,2300,60
Existing Customer,53,M,3,High School,Single,Less than $40K,Blue,5,3351.0,1474,4294,66
Existing Customer,40,F,2,Unknown,Married,Less than $40K,Blue,3,5093.0,2376,2341,57
Existing Customer,54,M,1,Graduate,Married,$40K - $60K,Blue,5,1438.3,0,1585,37
Existing Customer,34,M,4,College,Single,$60K - $80K,Blue,5,2165.0,1952,2651,81
Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,4,1927.0,1319,4199,77
Existing Customer,39,F,1,College,Single,Unknown,Blue,6,22125.0,0,1994,57
Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,4,34516.0,2099,1756,35
Existing Customer,36,M,1,Uneducated,Divorced,$120K +,Blue,6,5260.0,1116,2546,62
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,6,1438.3,0,1336,32
Attrited Customer,44,F,4,Graduate,Single,$40K - $60K,Blue,3,4333.0,0,1558,40
Existing Customer,45,M,4,College,Married,Less than $40K,Blue,3,6637.0,0,1801,48
Existing Customer,36,M,2,Graduate,Single,$120K +,Blue,4,3174.0,2462,3140,74
Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,4,4396.0,1489,3942,69
Attrited Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,6,34516.0,0,1661,40
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,3,1438.3,0,3637,80
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,3,6853.0,1480,2833,70
Existing Customer,36,F,0,Unknown,Married,Less than $40K,Blue,4,2570.0,2230,1755,42
Existing Customer,27,F,1,College,Divorced,Less than $40K,Blue,5,2166.0,890,3563,70
Existing Customer,31,F,1,College,Divorced,Unknown,Blue,4,3647.0,1480,2271,60
Existing Customer,36,M,3,Unknown,Single,$60K - $80K,Blue,3,11684.0,1786,2969,88
Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,6,4475.0,0,3367,66
Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,Blue,6,16604.0,1716,2580,61
Existing Customer,59,M,1,High School,Married,$40K - $60K,Blue,6,5446.0,1885,1505,33
Existing Customer,43,M,3,Uneducated,Unknown,$80K - $120K,Blue,5,28700.0,769,3395,71
Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,3,2888.0,1676,3798,58
Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,4,9451.0,1280,3179,79
Existing Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,3,13933.0,1019,3504,62
Existing Customer,44,M,1,High School,Married,Less than $40K,Blue,5,6130.0,808,3411,78
Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,6,15008.0,0,3943,85
Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,4,4583.0,1586,2395,57
Attrited Customer,48,M,4,Uneducated,Single,$40K - $60K,Blue,1,5268.0,2191,2138,40
Existing Customer,58,M,2,Unknown,Married,$60K - $80K,Blue,4,14976.0,1463,1599,36
Existing Customer,37,F,3,High School,Single,Less than $40K,Blue,3,2282.0,0,2751,68
Attrited Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,3,5130.0,0,1434,31
Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,4,5702.0,0,3928,75
Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,3,14480.0,0,1616,43
Existing Customer,51,M,3,Graduate,Divorced,$40K - $60K,Blue,5,7570.0,1388,3849,70
Existing Customer,52,M,2,Doctorate,Married,$80K - $120K,Blue,4,12878.0,1628,1968,59
Existing Customer,61,M,2,High School,Single,$60K - $80K,Silver,5,26218.0,0,3925,88
Existing Customer,49,M,3,Post-Graduate,Single,$120K +,Silver,6,34516.0,1323,3422,78
Existing Customer,36,F,3,High School,Single,Unknown,Blue,6,2804.0,2090,2812,77
Existing Customer,35,M,1,Graduate,Married,$40K - $60K,Blue,5,5801.0,1176,2987,52
Existing Customer,63,F,0,High School,Married,Less than $40K,Blue,5,2271.0,1278,1550,33
Existing Customer,36,F,1,Post-Graduate,Married,Less than $40K,Blue,6,3107.0,2354,2720,48
Existing Customer,33,F,4,Graduate,Single,Less than $40K,Blue,5,2001.0,1217,3162,99
Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,4,1438.3,0,2557,55
Existing Customer,65,M,1,High School,Single,Unknown,Blue,4,4465.0,703,4044,66
Existing Customer,61,M,1,Graduate,Married,$60K - $80K,Blue,6,3264.0,1348,1665,32
Existing Customer,44,M,4,Graduate,Unknown,$80K - $120K,Blue,4,26856.0,0,4222,75
Existing Customer,38,M,1,Doctorate,Single,$80K - $120K,Silver,6,34516.0,1435,4238,85
Existing Customer,41,M,4,Uneducated,Single,$80K - $120K,Blue,4,21756.0,0,3063,71
Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,4,4726.0,1551,3658,70
Attrited Customer,41,M,5,Unknown,Single,$60K - $80K,Gold,2,34516.0,2517,1727,35
Existing Customer,45,F,2,Unknown,Single,Less than $40K,Blue,6,5596.0,0,3212,64
Existing Customer,37,M,0,Post-Graduate,Single,$80K - $120K,Blue,5,15326.0,0,2990,55
Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,3,11373.0,1319,1976,35
Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,3,2644.0,1691,3495,70
Existing Customer,37,F,1,Graduate,Single,$40K - $60K,Blue,6,2673.0,2517,3052,63
Existing Customer,54,M,4,Unknown,Married,$60K - $80K,Blue,3,7477.0,1752,1543,34
Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,5,16227.0,917,4314,67
Existing Customer,41,M,2,Unknown,Single,$80K - $120K,Blue,3,19110.0,2449,4478,76
Existing Customer,49,M,2,Unknown,Single,$40K - $60K,Blue,5,2993.0,1265,4089,72
Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,3,3290.0,2461,3591,80
Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,4,11176.0,2422,2682,64
Existing Customer,48,F,4,High School,Married,Unknown,Blue,4,21416.0,0,4221,75
Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,3,2492.0,1668,1606,32
Existing Customer,54,M,2,Post-Graduate,Single,$60K - $80K,Blue,3,14265.0,1878,3982,58
Existing Customer,46,F,4,Unknown,Single,$40K - $60K,Silver,6,16985.0,968,2961,56
Existing Customer,47,F,4,High School,Single,Less than $40K,Blue,4,7469.0,1899,3150,70
Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,6,4592.0,2517,1470,33
Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,6,4341.0,0,3825,63
Existing Customer,41,M,4,Uneducated,Divorced,$80K - $120K,Gold,6,34516.0,0,4077,67
Existing Customer,34,M,3,Post-Graduate,Unknown,$60K - $80K,Silver,4,27710.0,0,4014,73
Existing Customer,33,F,1,College,Single,Less than $40K,Silver,4,13431.0,1583,2338,71
Existing Customer,49,M,1,High School,Unknown,$60K - $80K,Blue,6,2645.0,1499,4251,69
Existing Customer,44,M,3,Doctorate,Single,$120K +,Blue,4,14028.0,1435,3683,73
Existing Customer,36,M,1,Uneducated,Divorced,$80K - $120K,Blue,4,34516.0,774,3030,74
Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,4,5699.0,1006,2835,57
Existing Customer,46,M,3,Unknown,Divorced,$120K +,Blue,5,16284.0,0,3018,75
Existing Customer,65,M,0,Uneducated,Single,Less than $40K,Blue,4,3226.0,2073,3250,70
Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,6,2803.0,778,3142,64
Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,6,34516.0,2010,2776,59
Existing Customer,59,M,1,Uneducated,Single,Less than $40K,Blue,5,2192.0,1569,4010,79
Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,3,8318.0,1945,3676,77
Attrited Customer,40,M,3,Graduate,Unknown,$60K - $80K,Blue,4,6391.0,0,2323,44
Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,5,4736.0,945,3927,73
Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,5,9944.0,1606,3159,69
Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,6,4717.0,0,2349,66
Existing Customer,43,F,4,Unknown,Unknown,Unknown,Blue,5,12778.0,1528,3337,69
Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,5,16920.0,2157,3275,60
Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,6,3240.0,2517,1904,41
Existing Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,4,4704.0,0,3294,87
Existing Customer,41,F,5,High School,Single,$40K - $60K,Blue,6,14987.0,1425,4470,83
Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,4,3554.0,1563,3640,59
Existing Customer,46,M,3,Graduate,Married,$120K +,Blue,3,9227.0,938,3948,74
Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,3,7522.0,1057,2533,62
Existing Customer,31,F,0,College,Married,Less than $40K,Blue,5,1677.0,0,3059,50
Existing Customer,48,M,1,High School,Single,$60K - $80K,Blue,6,2319.0,1630,3739,68
Existing Customer,39,F,1,Unknown,Married,Less than $40K,Blue,6,2722.0,1592,3205,49
Existing Customer,50,F,2,Unknown,Married,Less than $40K,Blue,3,2046.0,0,3446,71
Existing Customer,47,M,4,Unknown,Single,$80K - $120K,Silver,5,34516.0,0,2851,80
Existing Customer,53,M,3,High School,Single,$80K - $120K,Blue,6,18531.0,1548,2484,52
Existing Customer,45,M,4,Graduate,Married,$40K - $60K,Blue,5,4112.0,0,2949,54
Existing Customer,46,M,4,Graduate,Single,$120K +,Blue,4,34516.0,0,4143,68
Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Silver,4,34516.0,1263,2759,65
Existing Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,3,4683.0,2514,2010,45
Existing Customer,62,M,0,Unknown,Married,$40K - $60K,Blue,4,1438.3,0,1406,27
Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,4,4224.0,2417,1458,29
Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,3,7133.0,0,2689,62
Existing Customer,34,F,1,High School,Single,Unknown,Blue,6,10253.0,1857,3042,66
Existing Customer,44,F,2,Doctorate,Single,$40K - $60K,Blue,4,4210.0,0,4248,65
Existing Customer,49,M,3,High School,Single,$120K +,Blue,5,12630.0,1822,4084,66
Existing Customer,26,M,0,Graduate,Divorced,Unknown,Blue,6,21084.0,2517,2309,71
Attrited Customer,56,F,2,College,Single,Less than $40K,Blue,3,3639.0,2178,1865,42
Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,4,31945.0,1591,3650,62
Attrited Customer,65,F,0,High School,Single,Unknown,Blue,3,5894.0,477,1616,32
Existing Customer,65,F,1,Unknown,Single,Less than $40K,Blue,4,2209.0,0,3292,52
Existing Customer,35,M,1,College,Single,$60K - $80K,Blue,3,23447.0,1515,2834,77
Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,4,4180.0,688,3750,76
Existing Customer,53,F,1,Graduate,Single,$40K - $60K,Blue,3,4930.0,2227,4224,77
Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,6,3417.0,1749,2068,34
Existing Customer,50,F,1,College,Single,Less than $40K,Blue,4,4785.0,1965,3651,59
Existing Customer,46,M,3,Uneducated,Married,Less than $40K,Silver,5,12685.0,0,4454,74
Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,3,21374.0,0,4100,79
Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,4,1911.0,1217,1965,49
Existing Customer,41,F,2,Post-Graduate,Single,Less than $40K,Blue,6,8666.0,0,3593,71
Existing Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,4,2759.0,2501,1650,34
Attrited Customer,49,F,2,Unknown,Single,Unknown,Blue,5,5984.0,0,1838,42
Existing Customer,45,F,4,High School,Unknown,Unknown,Blue,6,23000.0,1097,3886,70
Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,5,1438.3,0,2882,68
Existing Customer,49,M,3,Graduate,Married,Less than $40K,Blue,3,2976.0,1817,3332,60
Existing Customer,43,M,3,High School,Single,$120K +,Blue,3,34516.0,0,1996,48
Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,5,1438.3,0,1539,40
Existing Customer,46,M,0,High School,Divorced,$80K - $120K,Blue,3,16099.0,0,3656,88
Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,4,19595.0,1187,3811,62
Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,3,13193.0,1749,4071,64
Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,3,8184.0,1508,4134,71
Existing Customer,30,M,1,Unknown,Married,Less than $40K,Blue,3,2607.0,1966,1719,45
Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,4,5758.0,0,4422,76
Existing Customer,51,M,2,Doctorate,Single,$120K +,Blue,4,25873.0,582,3920,84
Existing Customer,46,M,2,Unknown,Divorced,$60K - $80K,Blue,6,2695.0,1657,4068,53
Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,4,20860.0,1496,3435,56
Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,6,1892.0,1049,4558,60
Existing Customer,52,M,3,College,Married,$80K - $120K,Blue,3,27751.0,1018,1427,25
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,6,34516.0,657,3661,71
Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,3,24580.0,2517,3069,62
Attrited Customer,49,M,2,High School,Married,$80K - $120K,Blue,3,29893.0,0,2063,48
Existing Customer,43,M,1,Unknown,Married,$80K - $120K,Blue,5,21165.0,735,3343,60
Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,3,9148.0,561,3451,59
Existing Customer,55,M,2,Unknown,Married,$80K - $120K,Blue,4,10979.0,1889,1425,33
Existing Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,3,6519.0,851,3088,65
Existing Customer,44,M,5,High School,Married,$80K - $120K,Blue,3,2509.0,1464,3166,72
Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,3,2664.0,0,3135,59
Existing Customer,40,F,2,Unknown,Married,Unknown,Blue,5,14999.0,1123,3441,69
Existing Customer,32,F,1,High School,Single,Less than $40K,Silver,4,10332.0,948,2914,67
Existing Customer,50,M,4,Unknown,Married,$60K - $80K,Blue,5,10226.0,1638,3321,57
Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,6,12050.0,1821,2381,40
Existing Customer,39,M,2,High School,Single,$120K +,Blue,5,26124.0,0,4199,92
Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,6,9816.0,0,3489,81
Existing Customer,52,F,2,College,Single,Less than $40K,Blue,4,2783.0,2379,3897,74
Existing Customer,49,M,3,Graduate,Unknown,$60K - $80K,Blue,5,15942.0,0,1742,41
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Silver,4,12222.0,1260,3418,78
Existing Customer,38,F,4,Doctorate,Married,Less than $40K,Blue,4,4002.0,1402,2114,53
Existing Customer,60,M,0,College,Single,$80K - $120K,Silver,6,34516.0,1388,3261,64
Existing Customer,48,M,2,High School,Single,$80K - $120K,Blue,3,10227.0,1695,3577,82
